title,location,company,salary
Data Scientist and Computer Engineer,Norcross,Finastra,130000.0
"Data Scientist, Data Science and Analytics",Tucker,BD,99500.0
"Data Scientist, Online",Atlanta,The Home Depot,122500.0
Data Scientist - Supply Chain,Atlanta,Newell Brands,117500.0
Data Scientist,Atlanta,The Home Depot,122500.0
Data Scientist - Strategic Analytics,Atlanta,Intercontinental Exchange,121500.0
Data Scientist,Atlanta,Cox Communications,110000.0
Biologist,Atlanta,Centers for Disease Control and Prevention,108579.0
Flatiron School- Lead Data Science Instructor,Atlanta,WeWork,138500.0
Healthcare Data Science Manager,Atlanta,Accenture,142000.0
Data Science Consultant - Supply Chain,Atlanta,Accenture,105000.0
"The Carter Center: Prospect Research Analyst, Development, M...",Atlanta,Emory University,54000.0
"Associate Manager, Data Scientist (Procurement)",Atlanta,Newell Brands,117500.0
Data Science Sr. Manager (Healthcare Payer),Atlanta,Accenture,160000.0
IoT Software Developer,Atlanta,Stanley Black & Decker,121500.0
Analytics Architect Advisor,Atlanta,Time Warner,128000.0
Senior Staff Software Engineer,Atlanta,SUPPLY.com,104000.0
"Senior Product Manager – Secureworks – Austin, TX, or Atlant...",Atlanta,DELL,141000.0
Software Developer - ICL,Atlanta,Georgia Tech Research Institute,116500.0
Data Scientist for AI Platform,Atlanta,"DecisionIQ, Inc.",110000.0
Data Scientist,Atlanta,Roadie,120500.0
Data Scientist Architect,Alpharetta,Agreeya Solutions,117500.0
030: Data Engineer - Consulting,Atlanta,Dataspace,175000.0
Statistical Quantitative Analyst (SAS Experience Required),Roswell,Microf,67500.0
Software Engineer,Roswell,Konnektive LLC,77500.0
"Front End Engineer, Connect",Atlanta,Loyal,98000.0
Electric Vehicle Infrastructure Modeling and Data Scientist...,Golden,National Renewable Energy Laboratory,97500.0
Data Scientist,Broomfield,"SpotX, Inc.",128500.0
Data Scientist II,Lakewood,"ACT, Inc.",103000.0
Data Scientist,Denver,Havenly,100500.0
Data Scientist,Boulder,Automox Technologies,127500.0
Sr Professional Research Asst/Data Analyst,Aurora,University of Colorado,50000.0
"Student Trainee (Engineering), ZP-0899-I",Boulder,US Department of Commerce,39307.5
Operations Research Analyst,Buckley AFB,US Department of the Air Force,113620.5
"Student Trainee (Physical Science), ZP-1399-I",Boulder,US Department of Commerce,39307.5
"Student Trainee (Biological Science), ZP-0499-I",Boulder,US Department of Commerce,39307.5
Sr Professional Research Asst,Aurora,University of Colorado,65000.0
Environmental Engineer/Physical Scientist,Denver,U.S. Federal Government,51733.0
Data Warehouse Engineer / Data Warehouse Developer- Cloud,Broomfield,ABB,107000.0
Azure Data Architect,Denver,Quisitive,148500.0
Systems Analyst - Electronic Research Administration (eRA),Aurora,University of Colorado,63818.0
Sr. Software Engineer - Predictive Modeling,Broomfield,"Alteryx, Inc.",122500.0
Systems Engineer - Modeling & Analysis - Mid Level,Aurora,BOEING,109500.0
Postdoctoral Researcher – Ultrafast Spectroscopy of Nanostru...,Golden,National Renewable Energy Laboratory,48500.0
"Software Engineer, VOD Engineering Group",Denver,Comcast,122500.0
Solutions Architects,Denver,Koverse,144500.0
User Interface (UI) Developer,Denver,Koverse,116500.0
Back-End Scala Engineer,Denver,Fractal Industries,130500.0
Software Engineer,Denver,Koverse,119500.0
Postdoctoral Researcher - Machine Learning and Uncertainty Q...,Boulder,National Renewable Energy Laboratory,56500.0
Software Engineer,Louisville,Kelvin Inc.,101500.0
Detector Engineering Systems Engineer (663687),Boulder,Ball Aerospace,98500.0
Azure Infrastructure Architect,Denver,Quisitive,141000.0
Project Engineer I - Mechanical (664882),Boulder,Ball Aerospace,100000.0
Civil Engineer,Denver,Kleinfelder,76500.0
Spacecraft Systems Principal Engineer (664864) - Security cl...,Boulder,Ball Aerospace,95500.0
Detector Engineering Systems Engineer (663686) - Security Cl...,Boulder,Ball Aerospace,102500.0
Data Scientist,Denver,talentarchitect.com,97000.0
Data Scientist,Denver,Valen Analytics,121500.0
Data Scientist,Aurora,Arthur Lawrence,105500.0
Decision Scientist - Data + Media,Denver,Ibotta,113500.0
"Data Scientist, Telecom",Denver,DataRobot,132000.0
Data Scientist – Logistics Optimization Algorithms,Denver,ShaleApps,113000.0
Junior Software Engineer,Boulder,SciTec,80000.0
Software Engineer,Boulder,SciTec,90000.0
Ecommerce Manager,Boulder,Rasa,95000.0
Government Services Solution Architect,Golden,xentity corporation,149000.0
Senior Software Engineer,Denver,Nexleaf Analytics,101500.0
Software Architect,Denver,GEI Consultants Inc,110000.0
Geospatial Architect,Golden,xentity corporation,125500.0
Full Stack Software Engineer,Denver,Helix,131000.0
Software Engineer II (OPIR Team),Centennial,Cosmic AES,91500.0
Independent Consultant - Government Solution Architect,Denver,xentity corporation,152000.0
Senior Backend Engineer,Denver,DataRobot,111500.0
Azure Infrastructure Architect (IaaS),Denver,Quisitive,142000.0
Senior Software Engineer,Denver,Aptology,115000.0
"Senior Front End Engineer, UI/UX team",Denver,DataRobot,119000.0
Senior Cloud Data Architect,Denver,Cloudreach,141500.0
"Data Specialist, Arches",Los Angeles,The J. Paul Getty Trust,61868.5
"Data Scientist, Theatrical Marketing",Culver City,Sony Pictures Entertainment Inc.,138500.0
Enterprise Data Scientist I,Woodland Hills,Farmers Insurance Group,123000.0
Data Scientist - Machine Learning,Glendale,Beyond Limits,139000.0
Data Scientist - Oil and Gas,Glendale,Beyond Limits,137500.0
"Data Scientist, Machine Learning",Los Angeles,Zest Finance,140000.0
Scientist Global Data Science & Analytics,Sylmar,Abbott Laboratories,133500.0
Data Scientist - Generalist,Glendale,Beyond Limits,86000.0
Senior Analytics Engineer,Los Angeles,Netflix,131000.0
Data Scientist II,Hollywood,Ticketmaster,137500.0
"Data Scientist, Movie Marketing",Los Angeles,Penn Schoen Berland,139000.0
Data Scientist - HCI,Long Beach,SCAN Group,113000.0
Data Scientist /Predictive Analytics,Woodland Hills,Farmers Insurance Group,136000.0
Data Science Application Development,Pasadena,"Columbus Technologies and Services, Inc.",140000.0
Data Scientist,El Segundo,The Aerospace Corporation,131000.0
Data Scientist III,Woodland Hills,Health Net of California,118500.0
Mid-level Systems and Data Analyst,El Segundo,BOEING,101500.0
Healthcare Payer Data Scientist Consultant,El Segundo,Accenture,152500.0
Data Scientist Senior,Los Angeles,Capital Group,142500.0
Data Science Engineer,Santa Monica,Fair,130000.0
Credit Data Scientist,Los Angeles,Bank of Hope,140000.0
"Scientist 2, Data Analytics",Northridge,Areté Associates,89500.0
Data Scientist (Advisor),Irwindale,Southern California Edison,143500.0
Data Scientist – Organizational Performance,Rosemead,Southern California Edison,141000.0
Research Lab Specialist,Los Angeles,USC,60239.0
Postdoctoral Research Scientist,Los Angeles,Los Angeles County Museum Of natural History Found...,52000.0
Software Architect,Los Angeles,The J. Paul Getty Trust,139120.5
Director of Technology - Full Stack Developer,El Segundo,3Diligent Corporation,137500.0
"CHIEF RESEARCH ANALYST, BEHAVIORAL SCIENCES",Los Angeles,Los Angeles County Department of Human Resources,89637.5
Software Engineer Sr,Los Angeles,The J. Paul Getty Trust,99877.0
Software Engineer,Los Angeles,Smarkets,164500.0
University Programs: Systems Engineer II,El Segundo,Raytheon,84500.0
"Software Engineer, Research Application Development",Los Angeles,The J. Paul Getty Trust,84642.0
Full-Stack Software Engineer,Culver City,Ritual,159500.0
Data Scientist - Senior Consultant- Burbank,Burbank,Capgemini,118500.0
Senior Business Analyst,Los Angeles,Zest Finance,106000.0
Mission Systems Engineer,Pasadena,"Columbus Technologies and Services, Inc.",93500.0
Acoustic Programs Systems Engineer - Early Career,Huntington Beach,BOEING,96000.0
Senior C++ Software Engineer,Los Angeles,Virgin Hyperloop One,127500.0
Science Systems Engineer w/Active TS/SCI,Pasadena,"Columbus Technologies and Services, Inc.",131500.0
Platform Architect 2/3,El Segundo,The Aerospace Corporation,163000.0
Full-Stack Engineer,Santa Monica,VideoAmp,133500.0
Software Engineer,El Segundo,The Aerospace Corporation,126000.0
Mid-Level Satellite Flight Systems Engineer,El Segundo,BOEING,136500.0
Senior Satellite Flight Systems Engineer,El Segundo,BOEING,130500.0
Software Engineer - Junior,Huntington Beach,BOEING,103500.0
Frontend Engineer,Santa Monica,VideoAmp,131000.0
Postdoctoral Scientist - Pulmonary Research - Dr. Peter Chen,Los Angeles,Cedars-Sinai,54000.0
Senior Software Engineer - Search & Discovery Team,Santa Monica,Fair,134500.0
Senior Full-Stack Engineer - VideoAmp platform,Santa Monica,VideoAmp,129000.0
Senior Software Engineer,Los Angeles,Zest Finance,158500.0
Software Engineer II,El Segundo,Raytheon,98500.0
Civil Engineer (Hydraulics/Hydrologic),Los Angeles,US Department of the Army,97504.5
Data Scientist,Los Angeles,上海冰鉴信息科技有限公司IceKredit,75000.0
Data Scientist - LA,Los Angeles,CruiTek,160000.0
Research Analyst,Los Angeles,CJ America,80000.0
Associate Data Science,Los Angeles,Rubicon Project,121500.0
Data Scientist (Sales Engineering),Los Angeles,Factual,144500.0
Market Research Analyst,Pasadena,Gemdale USA Corporation,72500.0
Associate Account Manager - Client Services,Los Angeles,TrueData,47500.0
Postdoc Researcher in Machine Learning for Materials,Los Angeles,University of California Los Angeles,53358.0
Digital Marketing Manager,Santa Monica,ICONIC Protein,75000.0
STEAM Instructor,Anaheim,GOALS Academy Charter School,75000.0
Senior Scientist /Senior Analytical Chemist,Northridge,Northridge Institute of Health Sciences&Beauty,77500.0
Senior Backend Engineer - Trust & Safety,Los Angeles,Tinder,181000.0
Senior Product Manager - Pivotal Labs,Santa Monica,Pivotal Software,139500.0
Senior DevOps Engineer,Santa Monica,PlayQ,127000.0
"Java Software Engineer, Bioinformatics",El Segundo,BioDiscovery Inc,141000.0
Senior Software Engineer,Los Angeles,Conversion Logic,147500.0
Systems Engineer IV w/ Active TS/SCI #2437,Pasadena,CMT Services Inc,123500.0
Pesticide Program Specialist,Portland,Xerces Society Inc,43000.0
Assay Researcher (Sr. Research Assistant),Portland,Oregon Health & Science University,44551.0
Biostatistician I (Research Associate),Portland,Oregon Health & Science University,67500.0
Architect,Portland,CDK Global,157000.0
Postdoctoral Researcher,Portland,Oregon Health & Science University,74000.0
Data Science Software Engineer,Beaverton,NIKE INC,139000.0
Software Engineer I,Portland,CDK Global,97500.0
"Software Engineer, Distinguished level",Portland,Ampere Computing,112500.0
Research RN,Portland,Oregon Health & Science University,82500.0
Performance Testing Automation Engineer,Hillsboro,NVIDIA,113000.0
Machine Learning Solution Architect,Portland,Accenture,154500.0
Senior Software Engineer,Portland,comScore,114500.0
Sr. Engineer Parallel Programming,Hillsboro,Intel,139000.0
Senior Software Engineer IV - Fortellis Platform (Portland),Portland,CDK Global,120000.0
Associate Market Research Analyst,Portland,Cascade Insights,47500.0
"Data Science Technical Lead - Portland, OR",Portland,Vacasa,135000.0
CS Data Integration Engineer,Portland,Airbnb,128000.0
Advanced Analytics Consulting Manager (Marketing Data Scienc...,Portland,Lenati,127500.0
Software Engineer,Portland,Resource Systems Group Inc.,95000.0
"Senior Software Engineer, Big Data",Portland,SurveyMonkey,118000.0
Senior Software Engineer (Java),Portland,i.t.motives,111000.0
DevOps Engineer (AWS),Portland,i.t.motives,115000.0
Lead Front End Engineer (React),Portland,i.t.motives,108000.0
Senior Front End Engineer (React),Portland,i.t.motives,102500.0
Lead Software Engineer (Java),Portland,i.t.motives,129000.0
